Rxn id,Rxn description,Formula,Gene-reaction association,Genes,Proteins,Subsystem,Reversible,LB,UB,Objective,Confidence Score,EC Number,Notes,References,,,
TAG118221803182,assignment to generic species,118221803182tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS118221803182,triacylglycerol lipase,118221803182tgr_c + h2o_c => 12dgr182_c + ocdcdea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
PLIPC11822180,Phospholipase C,11822180pc_c + h2o_c => cholp_c + 11822180dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added,,,,
DGAT118221803204,Diglyceride acyltransferase,11822180dgr_c + aracoa_c =>  coa_c + 118221803204tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG118221803204,assignment to generic species,118221803204tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS118221803204,triacylglycerol lipase,118221803204tgr_c + h2o_c => 11822180dgr_c + icttea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
PLIPA211822180,Phospholipase A2,11822180pc_c + h2o_c  <=> ocdcdea_c + 180lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LCAT11822180,phosphatidylcholine-sterol O-acyltransferase,11822180pc_c + chsterol_c => xolest182_c + 180lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
PC11822180,assignment to generic species,11822180pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG11822181CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 11822181dgr_c => cmp_c + h_c + 0.01 11822181pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC11822181,Phospholipase C,11822181pc_c + h2o_c => cholp_c + 11822181dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added,,,,
DGAT118221813161,Diglyceride acyltransferase,11822181dgr_c + hdcoa_c =>  coa_c + 118221813161tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG118221813161,assignment to generic species,118221813161tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS118221813161,triacylglycerol lipase,118221813161tgr_c + h2o_c => 11822181dgr_c + hdcea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
LPS11822181,triacylglycerol lipase,11822181dgr_c + h2o_c => 1182mgr_c + ocdcea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
DGAT118221813180,Diglyceride acyltransferase,11822181dgr_c + stcoa_c =>  coa_c + 118221813180tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG118221813180,assignment to generic species,118221813180tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS118221813180,triacylglycerol lipase,118221813180tgr_c + h2o_c => 11822181dgr_c + ocdca_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
DGAT118221813181,Diglyceride acyltransferase,11822181dgr_c + odecoa_c =>  coa_c + 118221813181tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG118221813181,assignment to generic species,118221813181tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS118221813181,triacylglycerol lipase,118221813181tgr_c + h2o_c => 11822181dgr_c + ocdcea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
DGAT118221813182,Diglyceride acyltransferase,11822181dgr_c + ocdycacoa_c =>  coa_c + 118221813182tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG118221813182,assignment to generic species,118221813182tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS118221813182,triacylglycerol lipase,118221813182tgr_c + h2o_c => 11822181dgr_c + ocdcdea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
DGAT118221813204,Diglyceride acyltransferase,11822181dgr_c + aracoa_c =>  coa_c + 118221813204tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG118221813204,assignment to generic species,118221813204tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS118221813204,triacylglycerol lipase,118221813204tgr_c + h2o_c => 11822181dgr_c + icttea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
PLIPA211822181,Phospholipase A2,11822181pc_c + h2o_c  <=> ocdcdea_c + 181lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LCAT11822181,phosphatidylcholine-sterol O-acyltransferase,11822181pc_c + chsterol_c => xolest182_c + 181lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
PC11822181,assignment to generic species,11822181pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG11842180CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 11842180dgr_c => cmp_c + h_c + 0.01 11842180pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC11842180,Phospholipase C,11842180pc_c + h2o_c => cholp_c + 11842180dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,,,,
DGAT118421803204,Diglyceride acyltransferase,11842180dgr_c + aracoa_c =>  coa_c + 118421803204tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG118421803204,assignment to generic species,118421803204tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS118421803204,triacylglycerol lipase,118421803204tgr_c + h2o_c => 11842180dgr_c + icttea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
LPS11842180,triacylglycerol lipase,11842180dgr_c + h2o_c => 1184mgr_c + ocdca_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
LPS1184,acylglycerol lipase,1184mgr_c + h2o_c => glyc_c + ocdctea_c,(PF10_0020),PF10_0020,,Lipids Metabolism,0,0,1000,0,,3.1.1.23,added,,,,
DGAT118421803181,Diglyceride acyltransferase,11842180dgr_c + odecoa_c =>  coa_c + 118421803181tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG118421803181,assignment to generic species,118421803181tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS118421803181,triacylglycerol lipase,118421803181tgr_c + h2o_c => 11842180dgr_c + ocdcea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
PLIPA211842180,Phospholipase A2,11842180pc_c <=> ocdctea_c + 180lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LCAT11842180,phosphatidylcholine-sterol O-acyltransferase,11842180pc_c + chsterol_c => xolest184_c + 180lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
XOLEST1184,assignment to generic species,xolest184_c <=> xolest_c,,,,,1,-1000,1000,0,,,added,,,,
PC11842180,assignment to generic species,11842180pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12012180CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 12012180dgr_c => cmp_c + h_c + 0.01 12012180pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC12012180,Phospholipase C,12012180pc_c + h2o_c => cholp_c + 12012180dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,,,,
PLIPA212012180,Phospholipase A2,12012180pc_c + h2o_c  <=> icea_c + 180lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LCAT12012180,phosphatidylcholine-sterol O-acyltransferase,12012180pc_c + chsterol_c => xolest201_c + 180lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
XOLEST201,assignment to generic species,xolest201_c <=> xolest_c,,,,,1,-1000,1000,0,,,added,,,,
PC12012180,assignment to generic species,12012180pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12032180CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 12032180dgr_c => cmp_c + h_c + 0.01 12032180pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC12032180,Phospholipase C,12032180pc_c + h2o_c => cholp_c + 12032180dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,,,,
DGAT120321803204,Diglyceride acyltransferase,12032180dgr_c + aracoa_c =>  coa_c + 120321803204tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG120321803204,assignment to generic species,120321803204tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS120321803204,triacylglycerol lipase,120321803204tgr_c + h2o_c => 12032180dgr_c + icttea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
LPS12032180,triacylglycerol lipase,12032180dgr_c + h2o_c => 1203mgr_c + ocdca_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
LPS1203,acylglycerol lipase,1203mgr_c + h2o_c => glyc_c + ictea_c,(PF10_0020),PF10_0020,,Lipids Metabolism,0,0,1000,0,,3.1.1.23,added,,,,
PLIPA212032180,Phospholipase A2,12032180pc_c + h2o_c  <=> ictea_c + 180lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
PLIPA212032180bis,Phospholipase A2,12032180pc_c + h2o_c  <=> ocdca_c + 203lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LPCHOL203,assignment to generic species,203lpchol_c => lpchol_c,,,,,1,-1000,1000,0,,,added,,,,
LCAT12032180,phosphatidylcholine-sterol O-acyltransferase,12032180pc_c + chsterol_c => xolest180_c + 203lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
LCAT12032180bis,phosphatidylcholine-sterol O-acyltransferase,12032180pc_c + chsterol_c => xolest203_c + 180lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
XOLEST203,assignment to generic species,xolest203_c <=> xolest_c,,,,,1,-1000,1000,0,,,added,,,,
LPLIPAPC1203,lysophospholipase,203lpchol_c + h2o_c <=> g3pc_c + ictea_c,(PF07_0005) or (PF07_0040) or (PF10_0379) or (PF14_0017) or (PF14_0737) or (PF14_0738),PF07_0005 PF07_0040 PF10_0379 PF14_0017 PF14_0737 PF14_0738,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.5,added,,,,
PC12032180,assignment to generic species,12032180pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12042180CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 12042180dgr_c => cmp_c + h_c + 0.01 12042180pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC12042180,Phospholipase C,12042180pc_c + h2o_c => cholp_c + 12042180dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,,,,
DGAT120421803160,Diglyceride acyltransferase,12042180dgr_c + pmtcoa_c =>  coa_c + 120421803160tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG120421803160,assignment to generic species,120421803160tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS120421803160,triacylglycerol lipase,120421803160tgr_c + h2o_c => 12042180dgr_c + hdca_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
LPS12042180,triacylglycerol lipase,12042180dgr_c + h2o_c => 1204mgr_c + ocdca_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
LPS1204,acylglycerol lipase,1204mgr_c + h2o_c => glyc_c + icttea_c,(PF10_0020),PF10_0020,,Lipids Metabolism,0,0,1000,0,,3.1.1.23,added,,,,
DGAT120421803181,Diglyceride acyltransferase,12042180dgr_c + odecoa_c =>  coa_c + 120421803181tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG120421803181,assignment to generic species,120421803181tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS120421803181,triacylglycerol lipase,120421803181tgr_c + h2o_c => 12042180dgr_c + ocdcea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
LPS12042180,triacylglycerol lipase,12042180dgr_c + h2o_c => 1204mgr_c + ocdca_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
PLIPA212042180,Phospholipase A2,12042180pc_c + h2o_c  <=> icttea_c + 180lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
PLIPA212042180bis,Phospholipase A2,12042180pc_c + h2o_c  <=> ocdca_c + 204lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LPCHOL204,assignment to generic species,204lpchol_c => lpchol_c,,,,,1,-1000,1000,0,,,added,,,,
LCAT12042180,phosphatidylcholine-sterol O-acyltransferase,12042180pc_c + chsterol_c => xolest180_c + 204lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
LCAT12042180bis,phosphatidylcholine-sterol O-acyltransferase,12042180pc_c + chsterol_c => xolest204_c + 180lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
XOLEST204,assignment to generic species,xolest204_c <=> xolest_c,,,,,1,-1000,1000,0,,,added,,,,
LPLIPAPC1181,lysophospholipase,204lpchol_c + h2o_c <=> g3pc_c + icttea_c,(PF07_0005) or (PF07_0040) or (PF10_0379) or (PF14_0017) or (PF14_0737) or (PF14_0738),PF07_0005 PF07_0040 PF10_0379 PF14_0017 PF14_0737 PF14_0738,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.5,added,,,,
PC12042180,assignment to generic species,12042180pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12032181CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 12032181dgr_c => cmp_c + h_c + 0.01 12032181pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC12032181,Phospholipase C,12032181pc_c + h2o_c => cholp_c + 12032181dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,,,,
PLIPA212032181,Phospholipase A2,12032181pc_c + h2o_c  <=> ictea_c + 181lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
PLIPA212032181bis,Phospholipase A2,12032181pc_c + h2o_c  <=> ocdcea_c + 203lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LCAT12032181,phosphatidylcholine-sterol O-acyltransferase,12032181pc_c + chsterol_c => xolest203_c + 181lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
LCAT12032181bis,phosphatidylcholine-sterol O-acyltransferase,12032181pc_c + chsterol_c => xolest181_c + 203lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
PC12032181,assignment to generic species,12032181pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12242180CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 12242180dgr_c => cmp_c + h_c + 0.01 12242180pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC12242180,Phospholipase C,12242180pc_c + h2o_c => cholp_c + 12242180dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,,,,
PLIPA212242180,Phospholipase A2,12242180pc_c + h2o_c  <=> dcttea_c + 180lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LCAT12242180,phosphatidylcholine-sterol O-acyltransferase,12242180pc_c + chsterol_c => xolest224_c + 180lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
XOLEST224,assignment to generic species,xolest224_c <=> xolest_c,,,,,1,-1000,1000,0,,,added,,,,
PC12242180,assignment to generic species,12242180pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12252180CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 12252180dgr_c => cmp_c + h_c + 0.01 12252180pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC12252180,Phospholipase C,12252180pc_c + h2o_c => cholp_c + 12252180dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,,,,
PLIPA212252180,Phospholipase A2,12252180pc_c + h2o_c  <=> dcpea_c + 180lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LCAT12252180,phosphatidylcholine-sterol O-acyltransferase,12252180pc_c + chsterol_c => xolest225_c + 180lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
XOLEST225,assignment to generic species,xolest225_c <=> xolest_c,,,,,1,-1000,1000,0,,,added,,,,
PC12252180,assignment to generic species,12252180pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12242181CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 12242181dgr_c => cmp_c + h_c + 0.01 12242181pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC12242181,Phospholipase C,12242181pc_c + h2o_c => cholp_c + 12242181dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,,,,
PLIPA212242181,Phospholipase A2,12242181pc_c + h2o_c <=> dcttea_c + 181lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LCAT12242181,phosphatidylcholine-sterol O-acyltransferase,12242181pc_c + chsterol_c => xolest224_c + 181lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
PC12242181,assignment to generic species,12242181pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12252181CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 12252181dgr_c => cmp_c + h_c + 0.01 12252181pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC12252181,Phospholipase C,12252181pc_c + h2o_c => cholp_c + 12252181dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,,,,
PLIPA212252181,Phospholipase A2,12252181pc_c + h2o_c  <=> dcpea_c + 181lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LCAT12252181,phosphatidylcholine-sterol O-acyltransferase,12252181pc_c + chsterol_c => xolest225_c + 181lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
PC12252181,assignment to generic species,12252181pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12262180CPT,diacylglycerol cholinephosphotransferase,cdpchol_c + 0.01 12262180dgr_c => cmp_c + h_c + 0.01 12262180pc_c ,(PFF1375c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,2.7.8.2,added,,,,
PLIPC12262180,Phospholipase C,12262180pc_c + h2o_c => cholp_c + 12262180dgr_c,(PF10_0132),,,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,,,,
DGAT122621803182,Diglyceride acyltransferase,12262180dgr_c + ocdycacoa_c =>  coa_c + 122621803182tgr_c,(PFC0995c),,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.3.1.20,added,,,,
TAG122621803182,assignment to generic species,122621803182tgr_c <=> tag_c,,,,,1,-1000,1000,0,,,added,,,,
LPS122621803182,triacylglycerol lipase,122621803182tgr_c + h2o_c => 12262180dgr_c + ocdcdea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
LPS12262180,triacylglycerol lipase,12262180dgr_c + h2o_c => 1226mgr_c + ocdcea_c,(PFI1180w),PFI1180w,,Lipids Metabolism,0,0,1000,0,,3.1.1.3,added,,,,
LPS1226,acylglycerol lipase,1226mgr_c + h2o_c => glyc_c + dchea_c,(PF10_0020),PF10_0020,,Lipids Metabolism,0,0,1000,0,,3.1.1.23,added,,,,
PLIPA212262180,Phospholipase A2,12262180pc_c + h2o_c  <=> dchea_c + 180lpchol_c,(PFB0410c),,,Lipids PhosphatidylcholineMetabolism,0,0,1000,0,,3.1.1.4,added,,,,
LCAT12262180,phosphatidylcholine-sterol O-acyltransferase,12262180pc_c + chsterol_c => xolest226_c + 180lpchol_c,(PFF1420w),PFF1420w,,Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.43,added,,,,
XOLEST226,assignment to generic species,xolest226_c <=> xolest_c,,,,,1,-1000,1000,0,,,added,,,,
PC12262180,assignment to generic species,12262180pc_c <=> pc_c,,,,,1,-1000,1000,0,,,added,,,,
DSAT160,sphingosine N-acyltransferase,sphgn_c + pmtcoa_c => coa_c + dhcrm160_c,(PFE0405c) or (PF14_0034),PFE0405c PF14_0034,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,2.3.1.24,added,,,,
DHCRD1160,Oxidoreductase,dhcrm160_c + nadp_c + 0.5 o2_c  => crm160_c + h2o_c + h_c  + nadph_c,,,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,1.14.-.-,added,,,,
DHCRD2160,Oxidoreductase,dhcrm160_c + fad_c + 0.5 o2_c  => crm160_c + h2o_c + fadh2_c,,,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,1.14.-.-,added,,,,
SMS160,sphingomyelin synthase,crm160_c + pc_c  <=> dag_c + sphmyln160_c ,(PFF1215w) or (PFF1210w),PFF1210w PFF1215w,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,2.7.8.27,"added, made the reaction reversible",DOI 10.1038/sj.emboj.7600034,,,
SMPD3l160,sphingomyelin phosphodiesterase (neutral sphingomyelinase),h2o_c + sphmyln160_c  => cholp_c + crm160_c + h_c ,(PFL1870c),PFL1870c,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,3.1.4.12,added,DOI: 10.1042/bj3460671,,,
SPHMYLN160,assignment to generic species,sphmyln160_c <=> sphmyln_c,,,,,1,-1000,1000,0,,,added,,,,
DSAT180,sphingosine N-acyltransferase,sphgn_c + stcoa_c => coa_c + dhcrm180_c,(PFE0405c) or (PF14_0034),PFE0405c PF14_0034,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,2.3.1.24,added,,,,
DHCRD1180,Oxidoreductase,dhcrm180_c + nadp_c + 0.5 o2_c  => crm180_c + h2o_c + h_c  + nadph_c,,,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,1.14.-.-,added,,,,
DHCRD2180,Oxidoreductase,dhcrm180_c + fad_c + 0.5 o2_c  => crm180_c + h2o_c + fadh2_c,,,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,1.14.-.-,added,,,,
SMS180,sphingomyelin synthase,crm180_c + pc_c  <=> dag_c + sphmyln180_c ,(PFF1215w) or (PFF1210w),PFF1210w PFF1215w,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,2.7.8.27,"added, made the reaction reversible",DOI 10.1038/sj.emboj.7600034,,,
SMPD3l180,sphingomyelin phosphodiesterase (neutral sphingomyelinase),h2o_c + sphmyln180_c  => cholp_c + crm180_c + h_c ,(PFL1870c),PFL1870c,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,3.1.4.12,added,DOI: 10.1042/bj3460671,,,
SPHMYLN180,assignment to generic species,sphmyln180_c <=> sphmyln_c,,,,,1,-1000,1000,0,,,added,,,,
DSAT181,sphingosine N-acyltransferase,sphgn_c + odecoa_c => coa_c + dhcrm181_c,(PFE0405c) or (PF14_0034),PFE0405c PF14_0034,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,2.3.1.24,added,,,,
DHCRD1181,Oxidoreductase,dhcrm181_c + nadp_c + 0.5 o2_c  => crm181_c + h2o_c + h_c  + nadph_c,,,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,1.14.-.-,added,,,,
DHCRD2181,Oxidoreductase,dhcrm181_c + fad_c + 0.5 o2_c  => crm181_c + h2o_c + fadh2_c,,,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,1.14.-.-,added,,,,
SMS181,SMS,crm181_c + pc_c  <=> dag_c + sphmyln181_c ,(PFF1215w) or (PFF1210w),PFF1210w PFF1215w,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,2.7.8.27,"added, made the reaction reversible",DOI 10.1038/sj.emboj.7600034,,,
